Game Name,Genre,Gender Preference,Rating,Release Year,Size,Platform
FlatOut,Vehicle,Female,4.0,2004,5129MB,"PC, Linux, Xbox, PlayStation 2"
Gran Turismo Sport,Vehicle,Both,3.9,2017,3726MB,PlayStation 4
Need for Speed: Underground 2,Vehicle,Male,4.4,2004,4019MB,"PC, Nintendo DS, Xbox, PlayStation 2, GameCube, Game Boy Advance"
Zombie Driver HD,Vehicle,Female,3.0,2012,22GB,"PC, Xbox 360, PlayStation 3"
The Crew 2,Vehicle,Male,3.2,2018,61GB,"PC, Xbox One, PlayStation 4"
DRIVECLUB,Vehicle,Both,3.5,2014,5689MB,PlayStation 4
Need For Speed Undercover,Vehicle,Male,3.2,2008,7823MB,"PC, Nintendo DS, Xbox 360, PlayStation 3, PlayStation 2, PSP, Wii"
BEEP,Vehicle,Male,1.9,2011,2739MB,PC
Forza Horizon 3,Vehicle,Both,4.4,2016,69GB,"PC, Xbox One"
Grand Theft Auto 2,Vehicle,Male,4.0,1999,82GB,"PC, PlayStation 3, PlayStation, Game Boy Color, Dreamcast"
DiRT 4,Vehicle,Male,3.6,2017,112GB,"PC, Xbox One, PlayStation 4"
Polyball,Vehicle,Female,2.2,2015,82GB,"PC, macOS, Linux"
Onrush,Vehicle,Female,3.0,2018,136GB,"Xbox One, PlayStation 4"
GRIP: Combat Racing,Vehicle,Female,3.0,2018,110GB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Retro City Rampage DX,Vehicle,Female,3.3,2012,44GB,"PC, PlayStation 4, Nintendo Switch, iOS, Android, Nintendo 3DS, macOS, Linux, Xbox 360, PlayStation 3, PS Vita, PSP"
Absolute Drift,Vehicle,Male,2.9,2015,1219MB,"PC, iOS, Android, macOS, Linux"
Crash Time 2,Vehicle,Female,2.3,2008,119GB,PC
Road Redemption,Vehicle,Male,3.5,2014,5208MB,"PC, PlayStation 4, Xbox One, Nintendo Switch, macOS, Linux, Wii U"
Rock of Ages,Vehicle,Female,3.5,2011,108GB,"PC, Xbox 360, PlayStation 3"
Mario Kart 8 Deluxe,Vehicle,Male,4.4,2017,117GB,Nintendo Switch
Need for Speed: Shift,Vehicle,Both,3.6,2009,5349MB,"PC, Android, Xbox 360, PlayStation 3, PSP"
FlatOut: Ultimate Carnage,Vehicle,Female,4.0,2007,7593MB,"PC, Xbox 360"
Table Top Racing: World Tour,Vehicle,Male,2.6,2016,145GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS"
Polarity,Vehicle,Male,2.2,2014,50GB,PC
GRID Autosport,Vehicle,Female,3.7,2014,2859MB,"PC, Nintendo Switch, iOS, Android, macOS, Linux, Xbox 360, PlayStation 3"
Pressure,Vehicle,Female,2.4,2013,146GB,PC
Street Racing Syndicate,Vehicle,Female,3.1,2004,38GB,"PC, Xbox, PlayStation 2, GameCube"
Need For Speed Carbon,Vehicle,Female,3.9,2006,4372MB,"PC, Nintendo DS, Xbox 360, Xbox, PlayStation 3, PlayStation 2, PS Vita, PSP, Wii, GameCube, Game Boy Advance, Classic Macintosh"
SnowRunner,Vehicle,Male,4.0,2020,82GB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch"
WipEout Omega Collection,Vehicle,Female,3.6,2017,143GB,PlayStation 4
Barro,Vehicle,Both,1.8,2018,48GB,PC
Split/Second,Vehicle,Both,3.9,2010,80GB,"PC, Xbox One, Xbox 360, PlayStation 3"
Crash Team Racing Nitro-Fueled,Vehicle,Both,4.0,2019,45GB,"Xbox One, PlayStation 4, Nintendo Switch"
Hotshot Racing,Vehicle,Male,3.3,2020,5313MB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Driver San Francisco,Vehicle,Female,3.8,2011,92GB,"PC, Xbox 360, PlayStation 3, Wii"
Joe Danger 2: The Movie,Vehicle,Male,2.6,2012,1928MB,"PC, macOS, Linux, Xbox 360, PlayStation 3, PS Vita"
Waveform,Vehicle,Female,2.0,2012,6987MB,"PC, macOS, Linux"
Sonic & SEGA All-Stars Racing,Vehicle,Male,3.7,2010,102GB,"PC, iOS, Android, Nintendo DS, Xbox 360, PlayStation 3, Wii"
MX vs. ATV Reflex,Vehicle,Male,3.0,2009,810MB,"PC, Xbox One, Nintendo DS, Xbox 360"
Descenders,Vehicle,Both,3.4,2019,58GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS"
F1 2020,Vehicle,Male,3.6,2020,2957MB,"PC, Xbox One, PlayStation 4"
Forza Horizon 2,Vehicle,Male,4.2,2014,5552MB,"Xbox One, Xbox 360"
Morphopolis,Vehicle,Female,2.6,2013,6208MB,"PC, iOS, Android"
SPINTIRES,Vehicle,Female,3.8,2014,149GB,PC
Heavy Metal Machines,Vehicle,Male,2.1,2017,1735MB,"PC, Xbox One, PlayStation 4"
Need for Speed: Underground,Vehicle,Both,4.3,2003,85GB,"PC, Xbox, PlayStation 2, GameCube"
The Howler,Vehicle,Female,2.3,2013,145GB,"PC, iOS, Android, macOS"
F1 2019,Vehicle,Female,3.6,2019,136GB,"PC, Xbox One, PlayStation 4"
Forza Horizon,Vehicle,Female,4.4,2012,100GB,Xbox 360
Forza Motorsport 7,Vehicle,Female,4.1,2017,1017MB,"PC, Xbox One"
Revolution Ace,Vehicle,Female,2.0,2014,3270MB,PC
RUSH,Vehicle,Male,2.6,2010,2038MB,"PC, iOS, Android, macOS, Linux, Wii U"
Colin McRae: DiRT 2,Vehicle,Male,4.0,2009,20GB,"PC, Nintendo DS, Xbox 360, PlayStation 3, PSP, Wii"
Hot Wheels Unleashed,Vehicle,Female,3.4,2021,19GB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch"
Camera Obscura,Vehicle,Both,2.0,2015,47GB,PC
Forza Motorsport 5,Vehicle,Female,3.6,2013,4089MB,Xbox One
Autobahn Police Simulator,Vehicle,Female,2.1,2015,2543MB,"PC, iOS"
Car Mechanic Simulator 2018,Vehicle,Male,3.8,2017,6513MB,"PC, PlayStation 4, Xbox One, Xbox Series S/X, Nintendo Switch, iOS, Android"
DETOUR,Vehicle,Male,1.7,2011,124GB,PC
Need for Speed: Hot Pursuit Remastered,Vehicle,Both,3.6,2020,137GB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Trailmakers,Vehicle,Male,3.3,2020,65GB,"PC, Xbox One, PlayStation 4"
Knightfall: A Daring Journey,Vehicle,Both,1.9,2022,5791MB,PC
Distance,Vehicle,Male,4.0,2014,83GB,"PC, iOS, macOS, Linux"
Rock of Ages 2: Bigger & Boulder,Vehicle,Both,3.6,2017,39GB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Legend of Mysteria RPG,Vehicle,Female,1.8,2015,3958MB,PC
Carmageddon TDR 2000,Vehicle,Both,3.3,2000,5214MB,PC
Need for Speed: The Run,Vehicle,Female,3.7,2011,24GB,"PC, Nintendo 3DS, Xbox 360, PlayStation 3, Wii"
Car Mechanic Simulator 2014,Vehicle,Male,3.0,2014,93GB,"PC, iOS, macOS"
ROBLOX,Vehicle,Male,3.3,2006,12GB,"PC, Xbox One, iOS, Android, macOS"
Star Saviors,Vehicle,Female,1.7,2016,67GB,PC
Greyfox RPG,Vehicle,Both,1.9,2014,34GB,PC
Guts and Glory,Vehicle,Male,2.9,2017,1944MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux"
Labyronia RPG,Vehicle,Male,1.9,2015,13GB,PC
Test Drive Unlimited 2,Vehicle,Male,3.8,2011,6794MB,"PC, Xbox 360, PlayStation 3"
Car Mechanic Simulator 2015,Vehicle,Male,3.3,2015,142GB,"PC, iOS, macOS"
Racer 8,Vehicle,Both,1.6,2014,8GB,"PC, macOS"
The Hat Man: Shadow Ward,Vehicle,Both,1.8,2016,3049MB,"PC, macOS"
Airscape - The Fall of Gravity,Vehicle,Male,2.0,2015,882MB,"PC, macOS, Linux"
SHIFT 2 UNLEASHED,Vehicle,Female,3.5,2011,136GB,"PC, Xbox 360, PlayStation 3"
Death Rally (Classic),Vehicle,Male,3.1,1996,43GB,"PC, macOS"
URBAN TRIAL FREESTYLE,Vehicle,Male,2.7,2013,2494MB,"PC, iOS, Nintendo 3DS, PlayStation 3, PS Vita"
Team Sonic Racing,Vehicle,Both,3.3,2019,5351MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS"
BeamNG.drive,Vehicle,Both,4.2,2015,130GB,"PC, iOS"
Garfield Kart - Furious Racing,Vehicle,Female,2.9,2019,36GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS"
Labyronia RPG 2,Vehicle,Both,1.8,2015,17GB,PC
Flatout 3: Chaos & Destruction,Vehicle,Both,2.0,2011,144GB,PC
Desert Child,Vehicle,Male,2.5,2017,4176MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux"
Toybox Turbos,Vehicle,Male,3.4,2014,107GB,"PC, Xbox 360, PlayStation 3"
Redout: Lightspeed Edition,Vehicle,Male,3.6,2016,89GB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Retrowave,Vehicle,Female,3.2,2018,6996MB,"PC, iOS"
Midnight Club 2,Vehicle,Male,3.6,2003,2483MB,"PC, Xbox, PlayStation 3, PlayStation 2"
Lonely Mountains: Downhill,Vehicle,Both,3.6,2019,1726MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS"
art of rally,Vehicle,Male,3.4,2020,135GB,"PC, PlayStation 5, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux"
Need for Speed: ProStreet,Vehicle,Both,3.5,2007,59GB,"PC, Nintendo DS, Xbox 360, PlayStation 3, PlayStation 2, PSP, Wii"
Carmageddon: Max Damage,Vehicle,Female,3.4,2016,6775MB,"PC, Xbox One, PlayStation 4"
Forza Motorsport 3,Vehicle,Male,3.8,2009,6028MB,Xbox 360
Midnight Club: Los Angeles,Vehicle,Both,3.8,2008,7GB,"Xbox 360, PlayStation 3, PSP"
Gravilon,Vehicle,Female,1.9,2015,2162MB,"PC, macOS, Linux"
Forza Motorsport 6,Vehicle,Both,4.0,2015,30GB,"PC, Xbox One"
"Warhammer 40,000: Darktide",Vehicle,Female,3.7,2022,134GB,"PC, Xbox Series S/X"
Destiny Warriors RPG,Vehicle,Male,1.6,2015,2720MB,PC
F1 RACE STARS,Vehicle,Both,2.8,2012,5864MB,"PC, iOS, Xbox 360, PlayStation 3"
Crab Game,Vehicle,Male,3.0,2021,77GB,"PC, macOS, Linux"
Secret Of Magia,Vehicle,Female,1.8,2015,1450MB,PC
Need for Speed Unbound,Vehicle,Both,3.5,2022,57GB,"PC, PlayStation 5, Xbox Series S/X"
JumpJet Rex,Vehicle,Male,3.0,2015,11GB,"PC, Xbox One, PlayStation 4, macOS, Linux"
Spintires: MudRunner,Vehicle,Female,4.0,2017,1385MB,"PC, Xbox One, PlayStation 4"
OutDrive,Vehicle,Male,2.9,2016,7111MB,PC
SkyDrift,Vehicle,Both,2.8,2011,7871MB,"PC, Xbox 360, PlayStation 3"
WipEout HD,Vehicle,Male,3.7,2008,5886MB,PlayStation 3
GTR Evolution,Vehicle,Female,2.1,2008,4818MB,PC
PARTICLE MACE,Vehicle,Both,2.1,2015,959MB,"PC, iOS, macOS"
Pumped BMX +,Vehicle,Male,2.4,2015,5293MB,"PC, Xbox One, PlayStation 4, PlayStation 3, PS Vita, Wii U"
Forza Motorsport 4,Vehicle,Female,3.9,2011,2011MB,Xbox 360
LittleBigPlanet Karting,Vehicle,Male,3.1,2012,41GB,PlayStation 3
Splatter - Zombie Apocalypse,Vehicle,Female,2.3,2014,7549MB,"PC, macOS, Linux"
Slipstream,Vehicle,Both,3.2,2018,113GB,"PC, PlayStation 5, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux"
MotorStorm: Apocalypse,Vehicle,Male,3.6,2011,4089MB,PlayStation 3
Marble Mayhem: Fragile Ball,Vehicle,Male,1.7,2015,7534MB,PC
Action Henk,Vehicle,Male,2.7,2015,92GB,"PC, Xbox One, PlayStation 4, macOS, Linux"
Tiny Bridge: Ratventure,Vehicle,Both,1.8,2015,113GB,"PC, macOS"
Gas Guzzlers Extreme,Vehicle,Male,3.3,2013,5280MB,"PC, Xbox One, PlayStation 4"
Slipstream 5000,Vehicle,Both,2.0,1995,29GB,"PC, macOS, Linux"
Rock of Ages 3: Make & Break,Vehicle,Both,3.3,2020,36GB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Rolling Sun,Vehicle,Both,2.0,2015,75GB,PC
Gran Turismo 5,Vehicle,Male,4.2,2010,4289MB,PlayStation 3
Garfield Kart,Vehicle,Both,3.1,2013,2764MB,"PC, iOS, Android, Nintendo 3DS, macOS"
Crime Cities,Vehicle,Male,2.6,2000,6154MB,PC
Pure,Vehicle,Both,3.6,2008,33GB,"PC, Xbox 360, PlayStation 3"
Little Racers STREET,Vehicle,Both,2.7,2014,55GB,"PC, macOS, Linux"
Post Apocalyptic Mayhem,Vehicle,Both,2.7,2011,6703MB,PC
Rush Bros.,Vehicle,Male,2.1,2013,1951MB,"PC, macOS"
Motorsport Manager,Vehicle,Male,3.8,2014,131GB,"PC, iOS, Android"
Ampersand,Vehicle,Both,1.6,2015,7572MB,PC
Fling to the Finish,Vehicle,Female,0.0,Unknown,4159MB,"PC, macOS"
Gun Rocket,Vehicle,Male,1.7,2016,6490MB,PC
Orborun,Vehicle,Female,1.8,2013,2319MB,"PC, iOS, Android, macOS, Linux"
Superflight,Vehicle,Female,3.7,2017,4496MB,PC
The Odyssey: Winds of Athena,Vehicle,Both,1.6,2015,21GB,PC
Glacier 3: The Meltdown,Vehicle,Male,1.8,2014,2102MB,PC
Snuggle Truck,Vehicle,Female,2.2,2011,141GB,"PC, iOS, Android, macOS, Linux"
Three Heroes,Vehicle,Both,2.3,2015,4408MB,PC
Forza Motorsport 2,Vehicle,Male,3.7,2007,101GB,Xbox 360
Intergalactic Bubbles,Vehicle,Male,1.7,2015,1008MB,"PC, macOS, Linux"
Sins Of The Demon RPG,Vehicle,Both,2.1,2016,98GB,PC
Assetto Corsa Competizione,Vehicle,Both,4.0,2018,2248MB,"PC, Xbox One, PlayStation 4"
Colin McRae Rally,Vehicle,Both,3.2,2013,72GB,"PC, iOS, macOS"
RIDGE RACER Unbounded,Vehicle,Male,3.0,2012,7501MB,"PC, Xbox 360, PlayStation 3"
TrackMania² Stadium,Vehicle,Male,4.1,2013,5740MB,PC
FUEL,Vehicle,Female,3.2,2009,49GB,"PC, Xbox 360, PlayStation 3"
Sun Blast: Star Fighter,Vehicle,Female,1.5,2015,101GB,"PC, macOS, Linux"
Moto Racer 4,Vehicle,Both,2.6,2016,2828MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS"
Speed Kills,Vehicle,Female,1.7,2014,7399MB,PC
Mercenaries 2: World in Flames,Vehicle,Both,3.3,2008,1933MB,"PC, Xbox 360, PlayStation 3, PlayStation 2"
Castlevania Anniversary Collection,Vehicle,Male,4.0,2019,1562MB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Road to Ballhalla,Vehicle,Both,2.7,2016,3586MB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
The Chosen RPG,Vehicle,Both,2.0,2016,3380MB,PC
TRON: Evolution - The Video Game,Vehicle,Female,3.0,2010,4992MB,"PC, Nintendo DS, Xbox 360, PlayStation 3, PSP"
Hover: Revolt Of Gamers,Vehicle,Both,3.0,2015,3693MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux"
Golf Gang,Vehicle,Both,3.6,2022,18GB,PC
F1 2021,Vehicle,Both,3.7,2021,5384MB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
F1 2012,Vehicle,Male,3.8,2012,43GB,"PC, Xbox 360, PlayStation 3"
Hard Truck: Apocalypse,Vehicle,Female,3.9,2006,150GB,PC
Battle Ranch: Pigs vs Plants,Vehicle,Male,1.6,2015,4200MB,"PC, macOS, Linux"
Forza Horizon 2 Presents Fast & Furious,Vehicle,Both,3.7,2015,2840MB,"Xbox One, Xbox 360"
Cube Racer,Vehicle,Female,1.8,2017,2632MB,"PC, Linux"
GRID (2019),Vehicle,Female,3.3,2019,3325MB,"PC, Xbox One, PlayStation 4"
Vangers,Vehicle,Both,4.1,1998,5945MB,"PC, macOS, Linux"
Spaceport Hope,Vehicle,Male,1.8,2016,6904MB,PC
Gran Turismo 6,Vehicle,Female,4.2,2013,1691MB,PlayStation 3
See No Evil,Vehicle,Male,2.2,2014,81GB,PC
WipEout 2048,Vehicle,Male,3.8,2012,53GB,PS Vita
Carmageddon 2: Carpocalypse Now,Vehicle,Female,4.3,1998,1655MB,PC
House of Caravan,Vehicle,Female,2.0,2015,8GB,"PC, macOS"
Asphalt 8: Airborne,Vehicle,Both,3.6,2013,5986MB,"PC, iOS, Android, macOS"
Twisted Metal,Vehicle,Both,3.6,2012,1286MB,PlayStation 3
Switch Galaxy Ultra,Vehicle,Female,2.4,2014,2999MB,"PC, PlayStation 4, macOS, Linux, PS Vita"
The Simpsons: Hit & Run,Vehicle,Female,4.1,2003,5392MB,"PC, Xbox, PlayStation 2, GameCube"
F1 2011,Vehicle,Both,3.5,2011,5508MB,"PC, iOS, Nintendo 3DS, Xbox 360, PlayStation 3, PS Vita"
BlazeRush,Vehicle,Both,3.6,2014,5466MB,"PC, PlayStation 4, Nintendo Switch, macOS, Linux, PlayStation 3"
Monster Energy Supercross - The Official Videogame,Vehicle,Male,2.0,2018,14GB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Mario Kart Wii,Vehicle,Both,4.3,2008,72GB,Wii
Razortron 2000,Vehicle,Female,1.6,2016,6798MB,PC
Storm Of Spears RPG,Vehicle,Both,2.4,2016,77GB,PC
Project CARS - Pagani Edition,Vehicle,Both,3.3,2016,77GB,PC
MotorStorm RC,Vehicle,Female,3.1,2012,31GB,"PlayStation 3, PS Vita"
Teddy Floppy Ear - The Race,Vehicle,Male,2.5,2015,7709MB,"PC, macOS, Linux"
V-Rally 4,Vehicle,Male,3.0,2018,5876MB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Mario Kart 8,Vehicle,Male,4.4,2014,5222MB,Wii U
Blur,Vehicle,Male,3.9,2010,81GB,"PC, Xbox 360, PlayStation 3"
inMomentum,Vehicle,Female,2.5,2011,142GB,PC
Mario Kart 64 (1996),Vehicle,Female,4.3,1996,41GB,"Wii U, Wii, Nintendo 64"
GRID Legends,Vehicle,Both,3.5,2022,854MB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
Gran Turismo 7,Vehicle,Both,4.2,2022,8GB,"PlayStation 5, PlayStation 4"
Zero Gear,Vehicle,Both,2.5,2010,7993MB,PC
nail'd,Vehicle,Male,3.3,2010,2898MB,"PC, Xbox 360, PlayStation 3"
Joe Danger,Vehicle,Male,3.2,2010,2203MB,"PC, iOS, Android, PlayStation 3, PS Vita"
Carmageddon Max Pack,Vehicle,Male,4.0,1997,119GB,PC
Crash Team Racing,Vehicle,Female,4.4,1999,2809MB,"PlayStation 3, PlayStation, PSP"
Destruction AllStars,Vehicle,Female,2.5,2021,7279MB,PlayStation 5
Trials of the Blood Dragon,Vehicle,Male,3.4,2016,37GB,"PC, Xbox One, PlayStation 4"
DRAGON: A Game About a Dragon,Vehicle,Both,2.1,2015,141GB,PC
WRC 7 FIA World Rally Championship,Vehicle,Female,3.2,2017,26GB,"PC, Xbox One, PlayStation 4"
Orbital Racer,Vehicle,Both,0.0,2018,4815MB,"PC, Xbox One, PlayStation 4"
City Car Driving,Vehicle,Female,3.9,2016,58GB,PC
Need for Speed: Hot Pursuit 2,Vehicle,Male,4.0,2002,112GB,"PC, Xbox, PlayStation 2, GameCube"
Jones On Fire,Vehicle,Male,2.0,2015,4912MB,"PC, Android, macOS, Wii U"
Mario Kart: Double Dash,Vehicle,Female,4.3,2003,31GB,GameCube
Colin McRae: DiRT,Vehicle,Both,4.0,2007,4773MB,"PC, Xbox 360, PlayStation 3"
SkateBIRD,Vehicle,Female,2.0,2021,98GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux"
Swipecart,Vehicle,Both,2.0,2014,7147MB,PC
Mario Kart DS,Vehicle,Male,4.3,2005,116GB,"Nintendo DS, Wii U"
WRC 5 FIA World Rally Championship,Vehicle,Female,3.0,2015,102GB,"PC, Xbox One, PlayStation 4, Xbox 360, PlayStation 3, PS Vita"
Trials Evolution: Gold Edition,Vehicle,Both,3.8,2013,134GB,PC
Test Drive Unlimited,Vehicle,Male,4.0,2006,75GB,"PC, Xbox 360, PlayStation 2, PSP"
Trials Rising,Vehicle,Male,3.8,2019,110GB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Torque Drift,Vehicle,Male,2.2,2018,105GB,"PC, iOS, Android"
PGR 4,Vehicle,Both,3.7,2008,75GB,Xbox 360
Super Mario Kart,Vehicle,Female,4.0,1993,1898MB,"Nintendo Switch, Nintendo 3DS, Wii U, Wii, SNES"
GT Legends,Vehicle,Male,3.2,2005,7904MB,PC
Motor Mechanic,Vehicle,Male,2.3,Unknown,4552MB,PC
Mini Motor Racing EVO,Vehicle,Female,3.0,2013,95GB,PC
Drift Streets Japan,Vehicle,Female,2.4,2015,5362MB,"PC, iOS"
Plazma Being,Vehicle,Female,2.0,2015,123GB,PC
Forza Street,Vehicle,Female,2.4,2018,4530MB,"PC, iOS, Android"
Squirbs,Vehicle,Both,1.5,2016,6885MB,PC
Asphalt 9: Legends,Vehicle,Both,3.3,2018,143GB,"PC, Xbox One, Nintendo Switch, iOS, Android"
High Octane Drift,Vehicle,Male,2.7,2016,3496MB,PC
F1 2013,Vehicle,Female,3.1,2013,138GB,"PC, Xbox 360, PlayStation 3"
Flight of the Paladin,Vehicle,Female,1.8,2015,7515MB,"PC, macOS, Linux"
Dash of Destruction,Vehicle,Female,2.1,2008,62GB,Xbox 360
Rig n Roll,Vehicle,Female,2.8,2009,70GB,PC
Hard Truck: Apocalypse - Rise of Clans,Vehicle,Female,3.6,2007,78GB,PC
F1 2016,Vehicle,Both,3.8,2016,4043MB,"PC, Xbox One, PlayStation 4, iOS, Android, macOS"
MXGP - The Official Motocross Videogame,Vehicle,Both,3.2,2014,5GB,"PC, PlayStation 4, PlayStation 3, PS Vita"
TrackMania² Canyon,Vehicle,Male,3.8,2011,4969MB,PC
Mini Motor Racing X,Vehicle,Female,3.0,2020,28GB,PC
Victory: The Age of Racing,Vehicle,Male,2.4,2016,3319MB,PC
F1 2017,Vehicle,Male,3.8,2017,4290MB,"PC, Xbox One, PlayStation 4, macOS"
Motocross Madness,Vehicle,Both,2.8,1998,85GB,"PC, Xbox 360"
Dino Run DX,Vehicle,Female,3.2,2015,45GB,"PC, iOS, macOS"
Atari Vault,Vehicle,Female,3.0,2016,85GB,"PC, macOS, Linux"
Need for Speed: Porsche Unleashed,Vehicle,Both,4.2,2000,2009MB,"PC, PlayStation, Game Boy Advance"
TrackMania,Vehicle,Female,3.6,2010,6583MB,"PC, Wii"
Copa Petrobras de Marcas,Vehicle,Male,2.5,2015,7064MB,PC
Coffin Dodgers,Vehicle,Both,2.2,2015,18GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux"
KartRider: Drift,Vehicle,Female,2.3,2023,1072MB,"PC, Xbox One, PlayStation 4, iOS, Android"
Bang Bang Racing,Vehicle,Both,3.1,2012,149GB,"PC, Xbox 360, PlayStation 3"
High On Racing,Vehicle,Female,1.5,2015,3013MB,PC
Wacky Wheels,Vehicle,Female,3.3,1994,136GB,"PC, macOS, Linux, Classic Macintosh"
My Summer Car,Vehicle,Female,4.1,2016,1553MB,PC
Jet Racing Extreme,Vehicle,Male,1.7,2015,693MB,"PC, macOS, Linux"
MotorStorm: Pacific Rift,Vehicle,Both,3.8,2008,13GB,PlayStation 3
Biodrone Battle,Vehicle,Both,1.6,2015,3786MB,"PC, macOS, Linux"
Pacific Drive,Vehicle,Both,3.9,2024,72GB,"PC, PlayStation 5"
Tracks - The Train Set Game,Vehicle,Male,3.3,2017,4947MB,"PC, Xbox One"
Mario Kart 7,Vehicle,Female,4.1,2011,34GB,Nintendo 3DS
FlatOut 4: Total Insanity,Vehicle,Female,2.8,2017,804MB,"PC, Xbox One, PlayStation 4"
Speed Brawl,Vehicle,Male,2.7,2018,75GB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Drive Megapolis,Vehicle,Male,1.2,2016,4505MB,PC
Dogfight 1942,Vehicle,Male,2.4,2012,16GB,"PC, Xbox 360, PlayStation 3"
Need for Speed 3: Hot Pursuit,Vehicle,Female,4.1,1998,129GB,"PC, PlayStation"
Grand Theft Auto: Vice City – The Definitive Edition,Vehicle,Both,3.6,2021,819MB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch"
You Suck at Parking,Vehicle,Female,3.3,2022,5854MB,"PC, Xbox One, Xbox Series S/X"
Ignite,Vehicle,Male,1.8,2011,87GB,PC
ModNation Racers,Vehicle,Both,3.6,2010,4608MB,PlayStation 3
F1 2010,Vehicle,Both,3.5,2010,72GB,"PC, Xbox 360, PlayStation 3"
Driver (1999),Vehicle,Male,4.1,1996,43GB,"PC, iOS, macOS, PlayStation, Game Boy Color"
D.R.O.N.E. The Game,Vehicle,Male,2.5,2020,127GB,PC
Insane 2,Vehicle,Male,3.0,2011,3486MB,PC
RACE Injection,Vehicle,Both,3.2,2011,2199MB,PC
Roll'd,Vehicle,Female,1.5,2016,5181MB,"PC, Nintendo Switch, macOS, Linux"
Gumboy Tournament,Vehicle,Male,1.7,2008,3137MB,PC
Switchcars,Vehicle,Female,2.1,2016,786MB,"PC, Linux"
Death Rally,Vehicle,Both,3.0,2011,76GB,"PC, iOS, Android"
Off-Road Drive,Vehicle,Male,3.4,2010,6088MB,PC
CarX Drift Racing Online,Vehicle,Female,4.2,2017,18GB,"PC, Xbox One, PlayStation 4"
STAR WARS Episode I Racer,Vehicle,Both,3.5,2018,108GB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Terminal Velocity,Vehicle,Female,3.5,1995,87GB,"PC, iOS, Android, macOS, Linux, Classic Macintosh"
Riff Racer - Race Your Music!,Vehicle,Both,3.5,2016,4876MB,"PC, iOS"
Super Toy Cars,Vehicle,Both,2.7,2014,127GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Wii U"
MX vs. ATV Alive,Vehicle,Female,2.5,2011,90GB,"Xbox 360, PlayStation 3"
Run and Fire,Vehicle,Female,2.5,2015,2185MB,PC
WRC 6 FIA World Rally Championship,Vehicle,Female,3.0,2016,4464MB,"PC, Xbox One, PlayStation 4"
Car Mechanic Simulator 2021,Vehicle,Female,3.7,2021,82GB,"PC, Xbox One"
ModNation Racers: Road Trip,Vehicle,Male,3.2,2012,116GB,PS Vita
HIT,Vehicle,Female,0.0,2015,130GB,"PC, Android"
Roller Champions,Vehicle,Female,3.2,2022,1499MB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
Defunct,Vehicle,Female,3.2,2016,45GB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Tom Clancy's H.A.W.X. 2,Vehicle,Both,3.4,2010,4686MB,"PC, Xbox 360, PlayStation 3"
Kreedz Climbing,Vehicle,Both,3.1,2017,5581MB,PC
Rock n' Roll Racing,Vehicle,Female,4.4,1993,110GB,"PC, PlayStation, Game Boy Advance, SNES, Genesis"
Riptide GP2,Vehicle,Female,3.3,2013,66GB,"PC, Xbox One, PlayStation 4, iOS, Android"
Crashday Redline Edition,Vehicle,Both,3.7,2017,5237MB,PC
Metal War Online: Retribution,Vehicle,Male,3.1,Unknown,4469MB,PC
Darkwind: War on Wheels,Vehicle,Male,2.1,2014,138GB,"PC, macOS"
